ID,1차 카테고리,2차 카테고리,활동지역,상세지역,카페명,URL,회원수,핫딜게시판,등업불가,일반발행가능
cf-0119,맘/학습맘,맘카페,서울,"강서,마곡",강서마곡맘모여라,http://cafe.naver.com/ysmom,18088,,,O
cf-0120,맘/학습맘,맘카페,전국,,아이러브맘,https://cafe.naver.com/15668981/4296385,433617,,,O
cf-0121,맘/학습맘,맘카페,전국,,지후맘,https://cafe.naver.com/1msanbu,463712,O,,O
cf-0122,맘/학습맘,맘카페,대구,대구,대구맘365,http://cafe.naver.com/dgmom365,329503,O,,O
cf-0123,맘/학습맘,맘카페,서울,"은평,서대문,마포,가재울",은평가재울맘홀릭,https://cafe.naver.com/4and1cafe,12402,O,O,O
cf-0124,맘/학습맘,맘카페,세종,세종,육생방,https://cafe.naver.com/6lifezone,4126,O,,O
cf-0125,맘/학습맘,맘카페,경기도,용인,까꿍맘,https://cafe.naver.com/agi0909,82318,O,,O
cf-0126,맘/학습맘,맘카페,경남,창원,올댓창원,https://cafe.naver.com/ailovely,54413,,,O
cf-0127,맘/학습맘,맘카페,경기도,"안양,군포,의왕,과천",안양군포의왕맘스홀릭,https://cafe.naver.com/allgirl,75149,,,O
cf-0128,맘/학습맘,맘카페,대구,"북구,대구",대구북구맘놀이터,https://cafe.naver.com/allinmom,17619,,,O
cf-0129,맘/학습맘,맘카페,경북,안동,안동맘수다방,https://cafe.naver.com/andongmom,53591,O,,O
cf-0130,맘/학습맘,맘카페,경기도,"평택,안포",평택안포맘,https://cafe.naver.com/anjungmom,29452,O,,O
cf-0131,맘/학습맘,맘카페,서울,노원,노원맘 대표카페,https://cafe.naver.com/applelog/813329,54930,,,O
cf-0132,맘/학습맘,맘카페,전국,,맘스홀릭사과나무,https://cafe.naver.com/appletreecafe,409830,O,,O
cf-0133,맘/학습맘,맘카페,경기도,"안산,시흥",안산시흥맘스톡,https://cafe.naver.com/asshmt,37032,O,,O
cf-0134,맘/학습맘,맘카페,전북,군산,군산시닷컴,https://cafe.naver.com/astonishiacafe,35788,,,O
cf-0135,맘/학습맘,맘카페,경기도,"남양주,별내,구리,중랑",남구중,https://cafe.naver.com/baby090,139091,O,,O
cf-0136,맘/학습맘,맘카페,인천,인천,인천맘톡,https://cafe.naver.com/baby8,248091,,,O
cf-0137,맘/학습맘,맘카페,경기도,양주,양주시베이비러브,https://cafe.naver.com/babylovecafe,45051,,,O
cf-0139,맘/학습맘,맘카페,서울,"송파,위례",위례맘홀릭,https://cafe.naver.com/bbbx,90181,O,,O
cf-0140,맘/학습맘,맘카페,서울,"서초,강남",퀸즈빌리지,https://cafe.naver.com/beaticat,28306,O,,O
cf-0141,맘/학습맘,맘카페,경기도,"구리,갈매",갈매맘,https://cafe.naver.com/beautynpharm/,22602,O,,O
cf-0142,맘/학습맘,맘카페,경기도,양주,의/양/동,https://cafe.naver.com/beautyshock,1812,,,O
cf-0143,맘/학습맘,맘카페,경기도,"고양,일산,풍동",일산풍동카페,https://cafe.naver.com/better4baby,7171,,,O
cf-0144,맘/학습맘,맘카페,강원도,원주,원주파랑맘,https://cafe.naver.com/bluegray28rsc,68871,O,,O
cf-0145,맘/학습맘,맘카페,경남,"창원,의창,북면",창원북면맘,https://cafe.naver.com/bmomtalk/158027,12795,,,O
cf-0146,맘/학습맘,맘카페,경기도,"화성,봉담",봉담맘,https://cafe.naver.com/bongmammamia,29584,,,O
cf-0147,맘/학습맘,맘카페,경기도,"평택,고덕",평사모,https://cafe.naver.com/booyoungislove,69041,,,O
cf-0148,맘/학습맘,맘카페,충남,"천안,아산",천안아산맘스토리,https://cafe.naver.com/brownhvv0l,24800,O,,O
cf-0149,맘/학습맘,맘카페,부산,부산,부산맘카페,https://cafe.naver.com/busanmam,161600,O,O,O
cf-0150,맘/학습맘,맘카페,부산,"강서,명지,부산",명지에코맘,https://cafe.naver.com/busanmiz,52446,,,O
cf-0151,맘/학습맘,맘카페,부산,"정관,기장,일광,세송,해운대,부산",정관맘스,https://cafe.naver.com/busannewcity,64813,,,O
cf-0152,맘/학습맘,맘카페,부산,"영도,부산",부산 영도구맘 영심이,https://cafe.naver.com/busanydmom,10785,,,O
cf-0153,맘/학습맘,맘카페,경기도,수원,수원맘모여라,https://cafe.naver.com/byungs94,353640,,,O
cf-0154,맘/학습맘,맘카페,서울,강남,강남맘모여라,https://cafe.naver.com/cafebeautyup,26992,,,O
cf-0155,맘/학습맘,맘카페,서울,서초,서초맘모여라,https://cafe.naver.com/cafeseochomoms,29094,,,O
cf-0156,맘/학습맘,맘카페,충남,천안,천아베베,https://cafe.naver.com/camsbaby,92716,,,O
cf-0157,맘/학습맘,맘카페,울산,"울산,중구",울산중구맘,https://cafe.naver.com/centumom,7376,O,,O
cf-0158,맘/학습맘,맘카페,경기도,"의정부,양주",의양동포,https://cafe.naver.com/chaesolbabychu,17874,,,O
cf-0159,맘/학습맘,맘카페,경기도,시흥,배라맘,https://cafe.naver.com/chch6534/,45446,O,,O
cf-0160,맘/학습맘,맘카페,충남,"천안,아산",천아맘,https://cafe.naver.com/cheonamom,79891,O,,O
cf-0161,맘/학습맘,맘카페,충남,"천안,동남",청스맘,https://cafe.naver.com/cheongsmom/23614?boardType=L,16768,,,O
cf-0162,맘/학습맘,맘카페,경남,양산,러브양산맘,https://cafe.naver.com/chobomamy,168428,,,O
cf-0163,맘/학습맘,맘카페,대전,대전,대전세종맘스베이비,https://cafe.naver.com/msbabys,270575,,,O
cf-0164,맘/학습맘,맘카페,서울,"강남,대치,개포,도곡",프리미엄강남맘,https://cafe.naver.com/coodos9,63662,,,O
cf-0165,맘/학습맘,맘카페,대구,"경북,대구",대구맘(since 2003),https://cafe.naver.com/daegumam2003,37295,O,,O
cf-0166,맘/학습맘,맘카페,대구,"달서,대구",달서맘,https://cafe.naver.com/dalseomom,18264,,,O
cf-0167,맘/학습맘,맘카페,경기도,"남양주,다산",다산신도시맘,https://cafe.naver.com/dasandongmom,3762,O,,O
cf-0168,맘/학습맘,맘카페,경기도,"남양주,다산",행다모,https://cafe.naver.com/dasanmarket,14966,,,O
cf-0169,맘/학습맘,맘카페,서울,"영등포,문래,양평,당산",미드타운카페,https://cafe.naver.com/dasmora,22567,,,O
cf-0170,맘/학습맘,맘카페,대구,"수성,대구",수성구맘,https://cafe.naver.com/dgsusungmom79,5983,,,O
cf-0171,맘/학습맘,맘카페,대전,"도안,대전",대전도안맘,https://cafe.naver.com/doanmom1004,43907,,,O
cf-0172,맘/학습맘,맘카페,인천,"인천,서구,청라,루원",청라맘&루원시티,https://cafe.naver.com/solsol,123882,,,O
cf-0173,맘/학습맘,맘카페,서울,동대문,동대문구맘,https://cafe.naver.com/dongdaemoonstory,52558,O,,O
cf-0174,맘/학습맘,맘카페,경기도,"화성,동탄",동탄맘들모여라,https://cafe.naver.com/dongtanmom,309011,,O,O
cf-0175,맘/학습맘,맘카페,경기도,"화성,동탄",동투맘,https://cafe.naver.com/dongtantwomom/,137238,,,O
cf-0176,맘/학습맘,맘카페,경기도,"안산,시흥",안산시흥맘모여라,https://cafe.naver.com/doorkong/2941937,128447,,,O
cf-0177,맘/학습맘,맘카페,경기도,"남양주,다산",다산아지매모여라,https://cafe.naver.com/dsajime,2444,O,,O
cf-0178,맘/학습맘,맘카페,경기도,고양,고아미,https://cafe.naver.com/eboya07,16723,,,O
cf-0179,맘/학습맘,맘카페,전남,목포,목포맘스퀸,https://cafe.naver.com/elkas,17834,,,O
cf-0180,맘/학습맘,맘카페,충북,제천,어미모,https://cafe.naver.com/eomimo?iframe_url=/MyCafeIntro.nhn%3Fclubid=17357447,26093,,,O
cf-0181,맘/학습맘,맘카페,서울,"종로,서대문,중구",종로맘스힐링,https://cafe.naver.com/fksgml,20905,,,O
cf-0182,맘/학습맘,맘카페,경기도,"성남,분당,판교,수지,용인,광주",꽃보다분당,https://cafe.naver.com/flowerbundang,34765,,,O
cf-0183,맘/학습맘,맘카페,충북,진천,충북혁신맘,https://cafe.naver.com/fmms02,38204,,,O
cf-0184,맘/학습맘,맘카페,대구,"달서,죽본,대구",죽본맘,https://cafe.naver.com/fncad,46197,,,O
cf-0185,맘/학습맘,맘카페,대구,대구,뷰티인대구,https://cafe.naver.com/full56/315031?boardType=L,19359,,,O
cf-0186,맘/학습맘,교육/학습맘,서울,"강남,목동",강남엄마목동엄마,https://cafe.naver.com/gangmok,418773,,,O
cf-0187,맘/학습맘,맘카페,전남,화순,아름다운화순맘들의수다방,https://cafe.naver.com/ghktnsaka,6806,O,O,O
cf-0188,맘/학습맘,맘카페,경남,김해,김해줌마렐라,https://cafe.naver.com/gimhaezumma,148000,O,,O
cf-0189,맘/학습맘,맘카페,경기도,김포,김포사랑한강신도시,https://cafe.naver.com/gimpolv/628,3424,,,O
cf-0190,맘/학습맘,맘카페,경기도,김포,우아세,https://cafe.naver.com/gimpowoman,5077,O,,O
cf-0191,맘/학습맘,맘카페,전국,,우아한 중년 언니들,https://cafe.naver.com/goldenwomen,330,,,O
cf-0192,맘/학습맘,맘카페,경기도,"안성,공도",안성공도,https://cafe.naver.com/gongdomom,24301,,,O
cf-0193,맘/학습맘,맘카페,경기도,"고양,덕양",덕양구맘,https://cafe.naver.com/gongganforum,25880,,,O
cf-0194,맘/학습맘,맘카페,충남,공주,공주맘들의 사랑방,https://cafe.naver.com/gongju2008,24180,,,O
cf-0195,맘/학습맘,맘카페,충남,천안,천안아산줌마렐라,http://cafe.naver.com/no1cheonan,195724,,O,O
cf-0196,맘/학습맘,맘카페,경기도,"남양주,진접",클린 진접맘,https://cafe.naver.com/gray1ger0,41694,O,,O
cf-0197,맘/학습맘,맘카페,서울,강서,강서맘,https://cafe.naver.com/gsajimae,3522,,,O
cf-0198,맘/학습맘,맘카페,경기도,남양주,다산맘스,https://cafe.naver.com/gta3a,63649,,,O
cf-0199,맘/학습맘,맘카페,대전,"관저,대전",관저맘의 힐링스토리,https://cafe.naver.com/gwanjeohealing/,16355,,,O
cf-0200,맘/학습맘,맘카페,인천,"인천,연수,송도",송도맘연수구맘,https://cafe.naver.com/mstorycompany5,95806,,,O
cf-0201,맘/학습맘,맘카페,서울,강동,강동맘,https://cafe.naver.com/habin1004,12163,,,O
cf-0202,맘/학습맘,맘카페,경기도,시흥,배곧한라이지맘스,https://cafe.naver.com/hallamoms,13750,,,O
cf-0203,맘/학습맘,맘카페,경남,함안,함모아,https://cafe.naver.com/hammoa,7957,,,O
cf-0204,맘/학습맘,맘카페,경기도,"하남,강동",하남강동맘,https://cafe.naver.com/hanambaby,800,,,O
cf-0205,맘/학습맘,맘카페,경기도,"하남,미사,위례",하남맘&미사맘&위례맘,https://cafe.naver.com/hanammom2013,684,,,O
cf-0206,맘/학습맘,맘카페,서울,"구로,항동",구로항동대표카페 항동인시티,https://cafe.naver.com/hangdongcity/,18865,,,O
cf-0207,맘/학습맘,맘카페,경기도,"화성,향남",향남맘카페,https://cafe.naver.com/hnmommy,25917,,,O
cf-0208,맘/학습맘,맘카페,경기도,"수원,호매실",호사모,https://cafe.naver.com/homaesilville,73633,,,O
cf-0209,맘/학습맘,맘카페,대구,대구,대구맘수다방,https://cafe.naver.com/hong0909,81406,,,O
cf-0210,맘/학습맘,맘카페,서울,"강남,서초,송파",강서송,https://cafe.naver.com/hricane1,102168,O,,O
cf-0211,맘/학습맘,맘카페,서울,"용산,이촌",동부이촌동커뮤니티,https://cafe.naver.com/ichon1dong,38966,,,O
cf-0212,맘/학습맘,맘카페,인천,"인천,서구,검단,검암",너나들이 검암맘,https://cafe.naver.com/moms1004/1372841,89631,,,O
cf-0213,맘/학습맘,맘카페,경기도,광명,나눔카페[구]광명맘대디,https://cafe.naver.com/ilovegm1,172578,,,O
cf-0214,맘/학습맘,맘카페,서울,"강동,고덕",강동고덕지구,https://cafe.naver.com/ilovegodeok,30424,,,O
cf-0215,맘/학습맘,맘카페,부산,"부산진,부산",아이러브부산진구맘,https://cafe.naver.com/ilovejgmom,11816,O,,O
cf-0216,맘/학습맘,맘카페,부산,"사상,부산",사상구맘,https://cafe.naver.com/ilovesasangmom,24510,O,,O
cf-0217,맘/학습맘,맘카페,전국,,맘스홀릭베이비,https://cafe.naver.com/imsanbu,3310935,O,,O
cf-0218,맘/학습맘,맘카페,서울,"구로,동작,관악",구로동작관악,https://cafe.naver.com/imu310,78195,O,,O
cf-0219,맘/학습맘,맘카페,울산,울산,울산맘스홀릭,https://cafe.naver.com/jaekyung0219,38075,,,O
cf-0220,맘/학습맘,맘카페,제주,제주,제주맘,https://cafe.naver.com/jejumam,193537,,,O
cf-0221,맘/학습맘,맘카페,전남,,전남맘스파파,https://cafe.naver.com/jeopick/701,4960,,,O
cf-0222,맘/학습맘,맘카페,경남,"창원,진해",진해댁,https://cafe.naver.com/jinhaemam,96509,,,O
cf-0223,맘/학습맘,맘카페,경남,"창원,진해",함진댁,https://cafe.naver.com/jinhaeman777,44444,O,,O
cf-0224,맘/학습맘,맘카페,전국,,진희맘홀릭,https://cafe.naver.com/jinheemom,249833,O,O,O
cf-0225,맘/학습맘,맘카페,경남,진주,진주아지매,https://cafe.naver.com/jinjululu,115564,O,,O
cf-0226,맘/학습맘,맘카페,세종,세종,세종세이,https://cafe.naver.com/jochiwonmom,26091,O,,O
cf-0227,맘/학습맘,맘카페,대구,대구,대구맘카페,https://cafe.naver.com/joonggomaket,82534,,,O
cf-0228,맘/학습맘,맘카페,전북,정읍,정읍맘들의 행복한 공간,https://cafe.naver.com/junghanggong,10161,O,,O
cf-0229,맘/학습맘,맘카페,경기도,"하남,미사",하남미사지구 맘스 커뮤니티,https://cafe.naver.com/juniorschoolhanam,342,,,O
cf-0230,맘/학습맘,맘카페,경기도,"용인,광교",용광맘,https://cafe.naver.com/junkart,323682,,,O
cf-0231,맘/학습맘,맘카페,경기도,"고양,일산,은평,파주",은일파,https://cafe.naver.com/kakaogamehappy?iframe_url=/MyCafeIntro.nhn%3Fclubid=26932023,115829,O,,O
cf-0232,맘/학습맘,맘카페,경북,김천,김천카페,https://cafe.naver.com/kergopia,14363,,,O
cf-0233,맘/학습맘,맘카페,경기도,"하남,미사",모담모담,https://cafe.naver.com/kfromancer,17356,,,O
cf-0234,맘/학습맘,맘카페,경북,영천,영천맘,https://cafe.naver.com/kggid,10806,,,O
